store_id,total_sales,unique_customers,product_diversity,fuel_transactions,total_transactions,fuel_share,chain_size,store_name,store_chain_id,store_chain_name,street_address,city,zip_code,latitude,longitude,log_customers,log_sales,log_products,log_chain_size,cluster,subcategory,purchase_count
56,1278.167318,7,4,31,32,0.96875,1,tri carnes service,42,tri carnes service,103 S Main St,Caldwell,43724,39.7866688,-81.5511875,2.0794415416798357,7.153964612412881,1.6094379124341003,0.6931471805599453,2,Premium/Super Premium,317
57,201.881096,1,2,5,5,1,2,buds one stop mcarthur,30,Bud 1 stop,101 W Main St,McArthur,45651,39.2469615,-82.4793581,0.6931471805599453,5.312620073442472,1.0986122886681098,1.0986122886681098,1,Premium/Super Premium,14
95,5012.031535,22,12,92,96,0.9583333333333334,3,Road Trip Oasis,69,Markham Enterprises,3034 W Lansing Rd,Perry,48872,42.8369088,-84.2184502,3.1354942159291497,8.519796107888043,2.5649493574615367,1.3862943611198906,2,Premium/Super Premium,317
96,30.365090999999996,1,1,1,1,1,3,Outlet Oasis,69,Markham Enterprises,1360 N Burkhart Rd,Howell,48855,42.6189854,-83.9912901,0.6931471805599453,3.4456955228676285,0.6931471805599453,1.3862943611198906,1,Premium/Super Premium,14
102,28.948373999999998,2,2,1,2,0.5,2,conneaut clark,73,conneaut clark,220 State St,Conneaut,44030,41.9444772,-80.5543051,1.0986122886681098,3.3994750326035366,1.0986122886681098,1.0986122886681098,4,Cigars,45
107,8.57,1,4,0,1,0,1,5K carryout,98,5K Carryout,1790 E Melrose Ave,Findlay,45840,41.0661309,-83.6180893,0.6931471805599453,2.258633205464863,1.6094379124341003,0.6931471805599453,4,Cigars,45
108,2526.930863,9,9,50,55,0.9090909090909091,2,Montrose Express,99,Montrose Express,254 W State St,Montrose,48457,43.1766422,-83.8988408,2.302585092994046,7.835156406395936,2.302585092994046,1.0986122886681098,2,Premium/Super Premium,317
113,343.049629,2,2,5,5,1,1,Melvin super Stop LLC,104,Melvin Super Stop,9263 AL-79,Pinson,35126,33.8031862,-86.681518,1.0986122886681098,5.8407859173162695,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
125,2.49,1,1,0,1,0,1,Livingston Shell,110,Livingston Shell,1937 E Livingston Ave,Columbus,43209,39.9482544,-82.9456185,0.6931471805599453,1.2499017362143359,0.6931471805599453,0.6931471805599453,4,Cigars,45
159,120.19223,5,5,2,5,0.4,1,Gasway,134,BEDFORD GASWAY,1483 Broadway Ave,Bedford,44146,41.3731512,-81.516075,1.791759469228055,4.797377962669259,1.791759469228055,0.6931471805599453,2,Premium/Super Premium,317
190,5.68,1,2,0,1,0,3,600Shell,153,North Shell Inc.,600 N Main St,Piqua,45356,40.1520622,-84.2399809,0.6931471805599453,1.8991179875485542,1.0986122886681098,1.3862943611198906,4,Cigars,45
192,313.482754,3,10,23,21,1.0952380952380953,3,Piqua Marathon,153,North Shell Inc.,315 Looney Rd,Piqua,45356,40.1505797,-84.2162522,1.3862943611198906,5.75092923838892,2.3978952727983707,1.3862943611198906,2,Premium/Super Premium,317
193,385.563983,3,1,6,6,1,2,smk convenience llc,155,smk convenience llc,2384 Memorial Hwy,Dallas,18612,41.3312495,-75.9532866,1.3862943611198906,5.957297398957783,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
194,763.151278,5,18,14,20,0.7,1,Quick One Stop,156,Quick One Stop,35595 US-35,Chillicothe,45601,39.1965605,-82.8068927,1.791759469228055,6.638765777418956,2.9444389791664403,0.6931471805599453,2,Premium/Super Premium,317
208,705.048564,3,2,15,15,1,2,express food mart,174,EXPRESS FOOD MART,58 E Chestnut St,Mifflinburg,17844,40.9213599,-77.0378935,1.3862943611198906,6.559684022662899,1.0986122886681098,1.0986122886681098,2,Premium/Super Premium,317
221,113.416457,1,1,2,2,1,2,dixie stop,182,dixie stop,8811 N Dixie Dr,Dayton,45414,39.8592233,-84.1996826,0.6931471805599453,4.73984492349468,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
225,1294.169238,5,9,28,31,0.9032258064516129,3,Bentleyville sunoco,184,jeet ent inc,800 Main St,Bentleyville,15314,40.118638,-80.0071147,1.791759469228055,7.16639665130929,2.302585092994046,1.3862943611198906,2,Premium/Super Premium,317
302,191.995419,1,1,2,2,1,3,CS #2,204,CS Convenience Store,2 Hanover St,Spring Grove,17362,39.8167567,-76.8418925,0.6931471805599453,5.262666452871893,0.6931471805599453,1.3862943611198906,1,Premium/Super Premium,14
303,74.99852299999999,1,1,1,1,1,3,CS #1,204,CS Convenience Store,8144 Blooming Grove Rd,Glen Rock,17327,39.7589219,-76.8157688,0.6931471805599453,4.330713905886958,0.6931471805599453,1.3862943611198906,1,Premium/Super Premium,14
348,13905.028504,1,2,458,458,1,1,DENVILLE MART/BP,243,Denville Mart,42 E Main St,Denville,07834,40.8911707,-74.4774969,0.6931471805599453,9.540077730419554,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
353,444.50782300000003,2,6,8,10,0.8,1,E Z Mart,247,"Ware Mart, Inc.",1422 Blair Rd,Harpers Ferry,25425,39.3074813,-77.7997051,1.0986122886681098,6.099214806801582,1.9459101490553132,0.6931471805599453,2,Premium/Super Premium,317
359,23.568929999999998,1,1,1,1,1,3,Schoenersville,252,Taylor Family Inc,2130 Schoenersville Rd,Bethlehem,18018,40.6391011,-75.3978206,0.6931471805599453,3.2014826365412516,0.6931471805599453,1.3862943611198906,1,Premium/Super Premium,14
366,9.500205,1,1,1,1,1,3,Arya Express,151,Jaydolamaa inc,1200 S Cedar Ave,South Pittsburg,37380,35.000234,-85.7141125,0.6931471805599453,2.3513947807824143,0.6931471805599453,1.3862943611198906,1,Premium/Super Premium,14
368,76.23957,1,1,1,1,1,6,PENNS CREEK PIT STOP LLC,266,pitstop,109 Centerville St,Penns Creek,17862,40.8628816,-77.0523762,0.6931471805599453,4.34691189048112,0.6931471805599453,1.9459101490553132,1,Premium/Super Premium,14
370,147.90988800000002,2,1,4,4,1,6,B B MART LLC,266,pitstop,43 S Delaware Ave,Minersville,17954,40.6894901,-76.2571674,1.0986122886681098,5.00334134446967,0.6931471805599453,1.9459101490553132,1,Premium/Super Premium,14
375,42.726275,2,3,1,2,0.5,5,Finnway Express 507,267,Finnway 501,1477 West 3rd St,Luverne,36049,31.7163036,-86.2686552,1.0986122886681098,3.777949179999261,1.3862943611198906,1.791759469228055,4,Cigars,45
386,41.24,2,4,0,2,0,2,Cost U Less,255,Jsrh Inc,7948 CA-99,Los Molinos,96055,40.0268256,-122.0994553,1.0986122886681098,3.743367639398006,1.6094379124341003,1.0986122886681098,4,Cigars,45
398,103.97889200000002,1,1,2,1,2,1,EXPREZIT,281,MINESAHA INC,7729 HWY 70 EAST,Webb,36376,31.2556624,-85.2618987,0.6931471805599453,4.653759301377144,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
407,2853.426482,5,7,71,74,0.9594594594594594,2,nazareth pike sunoco,289,Jacks Sunoco,2960 Linden St,Bethlehem,18017,40.6558749,-75.3559293,1.791759469228055,7.956626219949156,2.0794415416798357,1.0986122886681098,2,Premium/Super Premium,317
433,49.237122,2,2,2,2,1,1,Atlantic Travel Center,304,Atlantic Travel Center,4306 Manor Drive,Stroudsburg,18360,40.9895449,-75.201178,1.0986122886681098,3.9167542354872458,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
434,16.001154,1,1,1,1,1,1,Orion Market,305,Orien Markets,1933 PA-611,Swiftwater,18370,41.0951951,-75.3277121,0.6931471805599453,2.8332812241052547,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
440,1842.023112,5,9,34,40,0.85,25,CIO Stores #16,307,"Center Independent Oil Stores, LLC",2614 8th Ave,Beaver Falls,15010,40.7665901,-80.3202008,1.791759469228055,7.519162498014416,2.302585092994046,3.258096538021482,2,Premium/Super Premium,317
445,1027.568156,4,10,22,25,0.88,1,MOON MINI MART INC,309,"NINAS MINI MART, INC",6700 University Blvd,Coraopolis,15108,40.517792,-80.2204762,1.6094379124341003,6.935922974277105,2.3978952727983707,0.6931471805599453,2,Premium/Super Premium,317
479,2804.916918,2,10,61,71,0.8591549295774648,1,Fuel Stop,322,Sinclair Fuel Stop,205 6th St SW,Rochester,55902,44.0173981,-92.4660915,1.0986122886681098,7.939485651528408,2.3978952727983707,0.6931471805599453,2,Premium/Super Premium,317
482,1773.174236,4,4,44,46,0.9565217391304348,6,Uniontown Sunoco,327,"D&V SHAH ENTERPRISE, INC.",417 W Main St,Uniontown,15401,39.9054684,-79.7388702,1.6094379124341003,7.481090374506581,1.6094379124341003,1.9459101490553132,2,Premium/Super Premium,317
488,517.330033,3,1,20,20,1,19,102 - Copans Marathon,217,"Exprezo, Inc.",1951 W Copans Rd,Pompano Beach,33064,26.2607335,-80.1509155,1.3862943611198906,6.250612168722381,0.6931471805599453,2.995732273553991,1,Premium/Super Premium,14
492,1158.460787,6,14,28,30,0.9333333333333333,1,Mulberry Sunoco,329,Abe Petroleum Inc,1285 N Church Ave,Mulberry,33860,27.9055979,-81.9732391,1.9459101490553132,7.055710337236263,2.70805020110221,0.6931471805599453,2,Premium/Super Premium,317
495,236.538646,1,1,8,8,1,30,Bob's BP,330,LNC Corp,11339 Center Hwy,Irwin,15642,40.3300763,-79.732543,0.6931471805599453,5.470330330237233,0.6931471805599453,3.4339872044851463,1,Premium/Super Premium,14
498,2172.343827,3,3,53,54,0.9814814814814815,1,Large Sunoco,333,ompetroinc,1344 PA-51,Clairton,15025,40.3061038,-79.9352955,1.3862943611198906,7.6840221946151654,1.3862943611198906,0.6931471805599453,2,Premium/Super Premium,317
500,554.920879,3,23,7,80,0.0875,1,Valero,334,PANIPAT CORP,81 Center Ave,Pacheco,94553,37.9837184,-122.0668994,1.3862943611198906,6.320625980167579,3.1780538303479458,0.6931471805599453,2,Premium/Super Premium,317
502,71.812497,1,1,1,1,1,1,JSS,337,Conoco,803 W Grand Ave,Rainbow City,35906,33.9752304,-86.0582377,0.6931471805599453,4.287887602558302,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
514,145.966323,2,1,2,2,1,30,Frenklin St BP,330,LNC Corp,2431 Franklin St,Johnstown,15905,40.2830344,-78.9359027,1.0986122886681098,4.990203465294318,0.6931471805599453,3.4339872044851463,1,Premium/Super Premium,14
515,120.61462,2,1,3,3,1,30,Rt 286 Exxon,330,LNC Corp,2405 Golden Mile Hwy,Pittsburgh,15239,40.4640667,-79.7057838,1.0986122886681098,4.800857192568146,0.6931471805599453,3.4339872044851463,1,Premium/Super Premium,14
516,576.197465,4,1,8,8,1,29,BP Rt 380,330,LNC Corp,516 PA-380,Murrysville,15668,40.504886,-79.6756667,1.6094379124341003,6.358184434998179,0.6931471805599453,3.4011973816621555,1,Premium/Super Premium,14
518,69.999876,1,1,1,1,1,30,Natrona Heights BP,330,LNC Corp,1717 Freeport Rd,Natrona Heights,15065,40.6240017,-79.7249908,0.6931471805599453,4.262678130560917,0.6931471805599453,3.4339872044851463,1,Premium/Super Premium,14
521,11.97,1,1,0,1,0,30,Stop-N-Shop FH,330,LNC Corp,2110 Ardmore Blvd,Pittsburgh,15221,40.4190754,-79.8499157,0.6931471805599453,2.5626389983283526,0.6931471805599453,3.4339872044851463,4,Cigars,45
524,751.43012,3,2,18,18,1,30,Bob's Exxon,330,LNC Corp,2602 Freeport Rd,Natrona Heights,15065,40.6335497,-79.7138045,1.3862943611198906,6.623308128523547,1.0986122886681098,3.4339872044851463,2,Premium/Super Premium,317
527,243.446305,4,3,8,8,1,1,5 mile & Inkster Petromart LLC,347,5 Mile & Inkster Petromart,27430 Five Mile Rd,Livonia,48154,42.3989536,-83.3152405,1.6094379124341003,5.498995673344858,1.3862943611198906,0.6931471805599453,2,Premium/Super Premium,317
561,1558.446684,6,4,32,33,0.9696969696969697,1,Sunoco Reinholds,354,Sunoco-Reinholds,185 E Main St,Reinholds,17569,40.2652356,-76.1095986,1.9459101490553132,7.352086347582708,1.6094379124341003,0.6931471805599453,2,Premium/Super Premium,317
562,15.927018,1,3,3,1,3,1,uncle sandy's,355,uncle sandy's,2019 S Church St,Murfreesboro,37130,35.8170361,-86.3953928,0.6931471805599453,2.8289110435962455,1.3862943611198906,0.6931471805599453,1,Premium/Super Premium,14
579,324.378711,3,5,7,8,0.875,1,Ky Check Mart 2,368,KY Check Mart 2,300 Wyatt Dr,Mayfield,42066,36.7220883,-88.6315228,1.3862943611198906,5.784989768551265,1.791759469228055,0.6931471805599453,2,Premium/Super Premium,317
580,30.001266,1,1,1,1,1,25,Jump Start Store #1,366,Jump Start Stores Inc,1535 E Pawnee St,Wichita,67211,37.6494395,-97.3189378,0.6931471805599453,3.4340280423609464,0.6931471805599453,3.258096538021482,1,Premium/Super Premium,14
586,80.112721,1,1,1,1,1,2,Taylor Food Store #4,369,CONNEL OIL CORP,310 S Main Ave,Monahans,79756,31.5920351,-102.8919466,0.6931471805599453,4.395839804554455,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
591,176.971719,3,1,3,3,1,1,rawlings towing,370,RAWLINGS BP,600 W Irving Park Rd,Bensenville,60106,41.9607192,-87.9484601,1.3862943611198906,5.1816246556465275,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
593,52.496207999999996,1,1,1,1,1,1,point of rock valero,372,high up properties llc,13232 James Monroe Hwy,Leesburg,20176,39.2496209,-77.5299091,0.6931471805599453,3.979610772885288,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
596,846.370026,3,3,30,31,0.967741935483871,1,Park St Bp,375,M S Mart LLC,318 S Park St,Madison,53715,43.0633783,-89.4011177,1.3862943611198906,6.742137465841587,1.3862943611198906,0.6931471805599453,2,Premium/Super Premium,317
597,40.089665000000004,1,1,1,1,1,20,Blue Water #01,377,Buck Management Corp,1325 Bowman Rd,Mt Pleasant,29464,32.8083463,-79.8512759,0.6931471805599453,3.7157566300268443,0.6931471805599453,3.044522437723423,1,Premium/Super Premium,14
598,17.12,1,3,1,1,1,20,Blue Water #17,377,Buck Management Corp,10 Discovery Dr,Bluffton,29910,32.2719355,-80.9157619,0.6931471805599453,2.8970163006148333,1.3862943611198906,3.044522437723423,1,Premium/Super Premium,14
602,5.57,2,3,0,2,0,20,Blue Water #16,377,Buck Management Corp,1311 Folly Rd,Charleston,29412,32.7163655,-79.9658694,1.0986122886681098,1.8825138324965192,1.3862943611198906,3.044522437723423,4,Cigars,45
603,80.801019,2,2,2,2,1,20,Blue Water #18,377,Buck Management Corp,699 Long Point Rd,Mt Pleasant,29464,32.8423046,-79.8540072,1.0986122886681098,4.404289700743825,1.0986122886681098,3.044522437723423,1,Premium/Super Premium,14
612,67.047287,2,2,1,2,0.5,20,Blue Water #22,377,Buck Management Corp,1740 Bees Ferry Rd,Charleston,29414,32.824106,-80.0858012,1.0986122886681098,4.220202860558429,1.0986122886681098,3.044522437723423,4,Cigars,45
614,3.19,1,1,0,1,0,20,Blue Water #11,377,Buck Management Corp,1 Beachwalker Dr,Johns Island,29455,32.5958387,-80.1268945,0.6931471805599453,1.4327007339340463,0.6931471805599453,3.044522437723423,4,Cigars,45
650,4308.731603,2,2,109,109,1,1,On The Go-Newfield,645,On the Go-Newfield,1075 Newfield St,Middletown,06457,41.5875662,-72.6754002,1.0986122886681098,8.368630908072898,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
671,4251.093554,7,4,110,111,0.990990990990991,6,PARAS ENTERPRISE INC,327,"D&V SHAH ENTERPRISE, INC.",903 Lincoln Hwy,North Versailles,15137,40.3815319,-79.8173146,2.0794415416798357,8.355166741571624,1.6094379124341003,1.9459101490553132,2,Premium/Super Premium,317
672,1870.597969,4,9,49,51,0.9607843137254902,6,R&D Ventures,327,"D&V SHAH ENTERPRISE, INC.",3406 William Penn Hwy,Pittsburgh,15235,40.4305306,-79.8155135,1.6094379124341003,7.534547873823701,2.302585092994046,1.9459101490553132,2,Premium/Super Premium,317
679,440.548096,3,9,6,7,0.8571428571428571,3,santok inc,399,santok inc,3701 E Washington St,East Peoria,61611,40.6838295,-89.5121376,1.3862943611198906,6.090286951823077,2.302585092994046,1.3862943611198906,2,Premium/Super Premium,317
683,11541.044758,6,6,343,345,0.9942028985507246,6,Colonial Manor Sunoco,327,"D&V SHAH ENTERPRISE, INC.",12970 US-30,Irwin,15642,40.3399242,-79.7539932,1.9459101490553132,9.353751713100856,1.9459101490553132,1.9459101490553132,2,Premium/Super Premium,317
685,4147.307798,9,34,88,109,0.8073394495412844,1,Singer Sunoco Inc,402,Singer Sunoco Inc,17010 McConnelsville Rd,Caldwell,43724,39.7382481,-81.5266424,2.302585092994046,8.330455770550154,3.5553480614894135,0.6931471805599453,2,Premium/Super Premium,317
698,9.17,1,2,0,1,0,4,Alton Circle  Grocery,401,stafford oil,10 Main St,Alton,03809,43.4523822,-71.2130467,0.6931471805599453,2.3194422100604686,1.0986122886681098,1.6094379124341003,4,Cigars,45
700,266.150661,3,1,4,4,1,25,CIO Stores #02,307,"Center Independent Oil Stores, LLC",732 Morgantown Rd,Uniontown,15401,39.8713776,-79.7423973,1.3862943611198906,5.587812772666114,0.6931471805599453,3.258096538021482,1,Premium/Super Premium,14
705,22.5,1,1,0,1,0,25,CIO Stores #08,307,"Center Independent Oil Stores, LLC",301 N Main St,Masontown,15461,39.8501354,-79.9006629,0.6931471805599453,3.1570004211501135,0.6931471805599453,3.258096538021482,4,Cigars,45
709,163.415693,2,2,2,2,1,25,CIO Stores #14,307,"Center Independent Oil Stores, LLC",1909 Painters Run Rd,Pittsburgh,15241,40.363554,-80.0861663,1.0986122886681098,5.1023979342708055,1.0986122886681098,3.258096538021482,1,Premium/Super Premium,14
723,173.71193200000002,4,1,4,4,1,1,AAA C-STORE (SOHO BP),419,AAA C-STORE (BP SOHO),3002 Atlanta Rd,Smyrna,30080,33.8798478,-84.5129612,1.6094379124341003,5.163138514750435,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
726,23.731683,2,2,1,2,0.5,2,Antioch Shell,422,"MSA AN Group, LLC",2318 Smith Springs Rd,Nashville,37217,36.0967149,-86.638416,1.0986122886681098,3.2080851342116232,1.0986122886681098,1.0986122886681098,4,Cigars,45
738,265.80431000000004,2,1,4,4,1,1,Devi Food Mart,426,DeviFoodMart,2328 US-41,Perry,31069,32.5140566,-83.7269699,1.0986122886681098,5.5865154683337765,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
794,19.99,1,1,0,1,0,2,SRI SRI INC,432,PRAJAS INC,210 N Main St,Liberty,12754,41.8027879,-74.7475599,0.6931471805599453,3.0440461338325417,0.6931471805599453,1.0986122886681098,4,Cigars,45
795,27.854540999999998,1,1,1,1,1,31,PORTAGE MART,433,SAVENFILL,601 E Wisconsin St,Portage,53901,43.5366861,-89.4525567,0.6931471805599453,3.362267380914594,0.6931471805599453,3.4657359027997265,1,Premium/Super Premium,14
808,98.99124599999999,1,1,2,2,1,2,sunny's express mart,444,sunnys food mart,458 Interchange Rd,Kunkletown,18058,40.8956479,-75.5046263,0.6931471805599453,4.605082642156241,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
819,10.22,1,1,0,1,0,2,Elizabeth BP,461,Shraam,141 McKeesport Rd,Elizabeth,15037,40.2746161,-79.8834734,0.6931471805599453,2.4176979000945504,0.6931471805599453,1.0986122886681098,4,Cigars,45
820,29.997665000000005,1,1,1,1,1,2,Lovedale Valero,461,Shraam,2002 Lincoln Blvd,Elizabeth,15037,40.2789564,-79.8749977,0.6931471805599453,3.433911879067613,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
821,25.258076999999997,1,1,1,1,1,2,Knoxville_Mobil,462,Knoxvillequickstopinc,319 E Main St,Knoxville,61448,40.9083546,-90.2812638,0.6931471805599453,3.2679736369472563,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
822,74.269841,2,2,2,3,0.6666666666666666,1,ukani Brothers inc/BP,463,ukanibrothres inc,2900 Banksville Rd,Pittsburgh,15216,40.4030865,-80.0414778,1.0986122886681098,4.321079536648833,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
829,73.856908,3,3,2,3,0.6666666666666666,1,MARYS UNLIMITED LLC,468,Marys unlimited llc,215 Hwy 441,Clayton,30525,34.8813168,-83.3967733,1.3862943611198906,4.315578397856227,1.3862943611198906,0.6931471805599453,1,Premium/Super Premium,14
832,7.17,1,3,0,1,0,31,Gohl Post Station,433,SAVENFILL,N1777 County Highway Cx,Endeavor,53930,43.7130337,-89.4657092,0.6931471805599453,2.1004689088719113,1.3862943611198906,3.4657359027997265,4,Cigars,45
834,84.037983,2,3,3,4,0.75,31,Citgo Mini Mart,433,SAVENFILL,4810 E Washington Ave,Madison,53704,43.1337007,-89.3020646,1.0986122886681098,4.4430980155021755,1.3862943611198906,3.4657359027997265,1,Premium/Super Premium,14
836,32.102568999999995,1,1,1,1,1,31,Madison Travel Plaza,433,SAVENFILL,6162 US-51,DeForest,53532,43.1842238,-89.3232884,0.6931471805599453,3.499610892664313,0.6931471805599453,3.4657359027997265,1,Premium/Super Premium,14
861,814.231653,3,2,18,18,1,1,Twin Oaks,482,twin oaks 1 stop,1130 Lynn St,Lebanon,65536,37.7015999,-92.6672898,1.3862943611198906,6.7034723096630495,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
864,47.12827800000001,1,1,1,1,1,2,Richwood Mini Mart,484,Country Folks,3 E Bomford St,Richwood,43344,40.425865,-83.2958951,0.6931471805599453,3.87386990457399,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
871,796.0549980000001,6,1,13,13,1,1,Big Timber Mobil,412,C & C Trading Group,1520 Big Timber Rd,Elgin,60123,42.0587603,-88.3148764,1.9459101490553132,6.680923682682917,0.6931471805599453,0.6931471805599453,2,Premium/Super Premium,317
874,747.511456,5,2,17,17,1,4,belleville petroleum,492,Sumpter Market LLC,15400 Sumpter Rd,Belleville,48111,42.1896881,-83.4837122,1.791759469228055,6.618086509019779,1.0986122886681098,1.6094379124341003,2,Premium/Super Premium,317
875,331.37656599999997,5,3,7,7,1,4,sumpter market,492,Sumpter Market LLC,19731 Sumpter Rd,Belleville,48111,42.1600613,-83.4818989,1.791759469228055,5.806268561097778,1.3862943611198906,1.6094379124341003,2,Premium/Super Premium,317
877,674.9476500000001,5,8,18,21,0.8571428571428571,1,Corner Carry Out & Drive Thru,459,Corner Carryout,18018 Tontogany Creek Rd,Bowling Green,43402,41.4161252,-83.742325,1.791759469228055,6.516115632215866,2.1972245773362196,0.6931471805599453,2,Premium/Super Premium,317
889,11.870000000000001,1,2,0,1,0,1,Hannah's Mart Citgo,502,"GHK, Inc.",14910 Old Hickory Blvd,Nashville,37211,36.0458605,-86.7042574,0.6931471805599453,2.554899021608035,1.0986122886681098,0.6931471805599453,4,Cigars,45
894,92.424888,1,1,1,1,1,1,Mobil 1104,508,Mobil 1104,1104 Columbus Ave,Washington Court House,43160,39.5444998,-83.4298146,0.6931471805599453,4.537157776548244,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
918,20.35,1,4,0,1,0,3,Crossroads Pantry Markle,528,"Crossroads Pantry, INC.",115 W Logan St,Markle,46770,40.8289657,-85.3359728,0.6931471805599453,3.0610517396746335,1.6094379124341003,1.3862943611198906,4,Cigars,45
920,3.08,1,2,0,1,0,3,Crossroads Pantry Warren,528,"Crossroads Pantry, INC.",7251 S Warren Rd,Warren,46792,40.722586,-85.4371141,0.6931471805599453,1.4060969884160703,1.0986122886681098,1.3862943611198906,4,Cigars,45
927,203.66956199999998,3,2,3,3,1,1,BP STREAMWOOD,535,BP STREAMWOOD,1236 E Irving Park Rd,Streamwood,60107,42.0090296,-88.1593495,1.3862943611198906,5.321396785958775,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
931,3127.178225,5,6,64,66,0.9696969696969697,1,Souderton Food Mart,541,Souderton Food Mart,672 E Broad St,Souderton,18964,40.3145487,-75.311244,1.791759469228055,8.048206077343847,1.9459101490553132,0.6931471805599453,2,Premium/Super Premium,317
933,113.32581499999999,3,2,3,4,0.75,3,TPS10,544,"The Pumping Station, Inc",4370 Evans to Locks Rd,Evans,30809,33.540198,-82.1246086,1.3862943611198906,4.739052398318184,1.0986122886681098,1.3862943611198906,1,Premium/Super Premium,14
939,4238.5640459999995,2,3,102,103,0.9902912621359223,1,Fluffy's QuickStop,547,Fluffy's QuickStop,4311 NW Cache Rd,Lawton,73505,34.623939,-98.4473847,1.0986122886681098,8.35221572360011,1.3862943611198906,0.6931471805599453,2,Premium/Super Premium,317
958,626.7086750000001,3,2,10,11,0.9090909090909091,2,UJ's 1,555,UJ's Inc.,302 W Union Ave,Litchfield,62056,39.1778635,-89.6580889,1.3862943611198906,6.442076165524306,1.0986122886681098,1.0986122886681098,2,Premium/Super Premium,317
960,172.78951899999998,3,1,4,4,1,2,Saybrook Corner Store,73,conneaut clark,5104 Lake Rd W,Ashtabula,44004,41.8805703,-80.8577358,1.3862943611198906,5.157844906064659,0.6931471805599453,1.0986122886681098,1,Premium/Super Premium,14
965,39.989999999999995,1,2,0,1,0,1,qualityquick 9,558,Accurate Corporation,1650 2nd St,Henderson,42420,37.8316583,-87.5705588,0.6931471805599453,3.713328134516246,1.0986122886681098,0.6931471805599453,4,Cigars,45
976,164.904203,3,2,4,5,0.8,1,jumpin jacks 402,562,Jumpin Jacks #402,715 W Parrish Ave,Owensboro,42301,37.7629777,-87.1180678,1.3862943611198906,5.111410531414363,1.0986122886681098,0.6931471805599453,1,Premium/Super Premium,14
978,466.877867,4,7,11,16,0.6875,1,MFM ENTERPRISE LLC,565,MFM Enterprise LLC,123 W Bay St,Davenport,33837,28.1590262,-81.6026711,1.6094379124341003,6.148207293910868,2.0794415416798357,0.6931471805599453,2,Premium/Super Premium,317
1023,2,1,1,0,1,0,25,Jump Start Store #2,366,Jump Start Stores Inc,201 Main St,Halstead,67056,38.0041456,-97.5064293,0.6931471805599453,1.0986122886681098,0.6931471805599453,3.258096538021482,4,Cigars,45
1029,4.97,1,2,0,1,0,1,Ellens Corners,577,Ellens Corners,6052 M-115,Mesick,49668,44.4044744,-85.7001193,0.6931471805599453,1.7867469274045107,1.0986122886681098,0.6931471805599453,4,Cigars,45
1032,389.809325,2,4,5,6,0.8333333333333334,6,Cowboys #101,579,Cowboys Food Stores,36 Pendleton Rd,Smithfield,40068,38.4526453,-85.2943929,1.0986122886681098,5.968219781194084,1.6094379124341003,1.9459101490553132,2,Premium/Super Premium,317
1034,185.844673,2,1,3,3,1,6,Cowboys #103,579,Cowboys Food Stores,10409 Campbellsburg Rd,Campbellsburg,40011,38.5215617,-85.2369694,1.0986122886681098,5.230277646025491,0.6931471805599453,1.9459101490553132,1,Premium/Super Premium,14
1035,251.541319,2,1,7,7,1,6,Cowboys #107,579,Cowboys Food Stores,3040 US-127,Glencoe,41046,38.7421897,-84.8354829,1.0986122886681098,5.531574874931875,0.6931471805599453,1.9459101490553132,1,Premium/Super Premium,14
1042,46.147439999999996,1,1,1,1,1,1,Paris Station,583,"G & G of Paris,INC",813 S Central Ave,Paris,61944,39.6037186,-87.6964745,0.6931471805599453,3.8532797128016325,0.6931471805599453,0.6931471805599453,1,Premium/Super Premium,14
1087,1.99,1,1,0,1,0,1,Star Mart,600,Star Mart,1001 Shelby Ave,Nashville,37206,36.1715865,-86.7518121,0.6931471805599453,1.095273387402595,0.6931471805599453,0.6931471805599453,4,Cigars,45
1105,2662.841887,1,2,75,75,1,1,Jumpin' Jack's # 418,614,Jumpin' Jack's # 418,1035 Tamarack Rd,Owensboro,42301,37.7370088,-87.1213812,0.6931471805599453,7.88752467817217,1.0986122886681098,0.6931471805599453,2,Premium/Super Premium,317
